airport,airline,air_cluster,frequency
EGLL,BAW,A320,4995
EGLL,BAW,A319,3532
EGLL,BAW,A321,1747
EGLL,BAW,B744,1450
EGLL,FIN,A321,146
EGLL,FIN,A320,78
EGLL,FIN,A319,1
EGLL,BEE,DH8D,821
EGLL,IBE,A319,111
EGLL,IBE,A321,107
EGLL,IBE,A320,91
EGLL,UAL,B763,389
EGLL,UAL,B752,57
EGLL,TAP,A320,146
EGLL,TAP,A319,46
EGLL,TAP,A332,39
EGLL,TAP,A321,2
EGLL,DAL,A332,272
EGLL,DAL,B763,227
EGLL,SHT,A319,1047
EGLL,SHT,A320,710
EGLL,SHT,A321,380
EGLL,MSR,B738,59
EGLL,EIN,A320,1280
EGLL,AUA,A320,115
EGLL,AUA,A321,110
EGLL,AFL,A321,170
EGLL,AFL,A320,36
EGLL,AFL,B738,19
EGLL,AFL,A332,2
EGLL,KZR,B752,49
EGLL,KZR,B763,1
EGLL,SWR,A320,281
EGLL,SWR,A321,57
EGLL,SWR,A319,28
EGLL,SWR,E190,1
EGLL,MEA,A332,73
EGLL,MEA,A320,39
EGLL,LOT,B738,35
EGLL,LOT,B737,22
EGLL,LOT,B734,19
EGLL,LOT,E190,2
EGLL,DLH,A320,450
EGLL,DLH,A321,107
EGLL,DLH,A319,41
EGLL,SAS,B738,60
EGLL,SAS,B737,44
EGLL,SAS,A320,22
EGLL,SAS,A321,14
EGLL,SAS,A319,13
EGLL,EWG,A319,667
EGLL,EWG,A320,110
EGLL,EWG,DH8D,1
EGLL,AEE,A321,167
EGLL,AEE,A320,11
EGLL,IRA,A332,24
EGLL,CCA,A332,47
EGLL,KLM,E190,188
EGLL,KLM,B738,170
EGLL,KLM,B737,124
EGLL,RAM,B738,50
EGLL,RAM,E190,16
EGLL,RAM,B737,1
EGLL,ZZZ,A319,4
EGLL,ZZZ,A320,2
EGLL,YYY,B738,1
EGLL,THY,A321,102
EGLL,THY,B738,4
EGLL,THY,A332,3
EGLL,DAH,B738,37
EGLL,DAH,A332,17
EGLL,AZA,A320,136
EGLL,AZA,A319,92
EGLL,AZA,A321,69
EGLL,AAA,B738,1
EGLL,ASL,A319,75
EGLL,ASL,A320,58
EGLL,VLG,A320,56
EGLL,SVA,B737,3
EGLL,TAR,A320,25
EGLL,TAR,A319,7
EGLL,BEL,A320,109
EGLL,BEL,A319,51
EGLL,PPP,B738,1
EGLL,CBJ,A332,24
EGLL,AMC,A320,69
EGLL,AMC,A319,18
EGLL,ACA,B763,57
EGLL,GCR,A332,36
EGLL,ICE,B752,63
EGLL,ICE,B763,52
EGLL,AFR,A320,112
EGLL,AFR,A321,106
EGLL,AFR,A319,91
EGLL,AFR,E190,12
EGLL,LZB,A319,35
EGLL,LZB,E190,5
EGLL,CTN,A319,23
EGLL,CTN,A320,10
EGLL,CSN,A332,18
EGLL,QQQ,B738,3
EGLL,QAF,A320,6
EGLL,QAF,A332,1
EGLL,ABW,B744,6
EGLL,SIA,B744,16
EGLL,CPA,B744,8
EGLL,QTR,A332,11
EGLL,UZB,B752,5
EGLL,UZB,B763,3
EGLL,CCC,B738,1
EGLL,BCS,B752,8
EGLL,LLL,B738,1
EGLL,OOO,B738,1
EGLL,RJA,A321,8
EGLL,RRF,A332,1
EGLL,AAL,A332,6
EGLL,AAL,B763,1
EGLL,KRF,A332,2
EGLL,ELY,B744,2
EGLL,ROU,B763,1
EGLL,GIA,A332,3
EGLL,BAH,B744,1
EGLL,MMM,B738,1
EGLL,VPB,A332,1
EGLL,AHY,B763,2
EGLL,KAC,A332,3
EGLL,JEP,B744,1
LFPG,AHY,A319,16
LFPG,AHY,A320,6
LFPG,AHY,B752,1
LFPG,AHY,B763,1
LFPG,AFR,A320,4363
LFPG,AFR,A319,3413
LFPG,AFR,A321,2282
LFPG,AFR,E190,1306
LFPG,AFR,A332,683
LFPG,AFR,B744,17
LFPG,BEE,DH8D,230
LFPG,EZY,A319,420
LFPG,EZY,A320,159
LFPG,EZY,E190,3
LFPG,DLH,A320,335
LFPG,DLH,A321,243
LFPG,DLH,A319,107
LFPG,KLM,B738,208
LFPG,KLM,B737,90
LFPG,EJU,A320,1939
LFPG,EJU,A319,230
LFPG,DAL,B763,452
LFPG,DAL,A332,56
LFPG,LBT,A320,332
LFPG,VLG,A320,1068
LFPG,VLG,A321,85
LFPG,VLG,A319,2
LFPG,SWR,A320,58
LFPG,SWR,E190,15
LFPG,SWR,A319,1
LFPG,SWR,A321,1
LFPG,TAY,B734,42
LFPG,TAY,B752,37
LFPG,ELY,B738,45
LFPG,ELY,B744,12
LFPG,CES,A332,50
LFPG,AZA,A320,149
LFPG,AZA,A321,85
LFPG,AZA,A319,41
LFPG,AZA,E190,6
LFPG,EWG,A319,148
LFPG,EWG,A320,58
LFPG,EWG,B738,38
LFPG,EWG,DH8D,4
LFPG,AUA,A320,185
LFPG,AUA,A321,129
LFPG,AUA,A319,8
LFPG,FDX,B752,339
LFPG,FDX,B763,33
LFPG,FIN,A321,129
LFPG,FIN,A320,87
LFPG,FIN,E190,58
LFPG,FIN,A319,8
LFPG,NPT,B734,76
LFPG,BEL,A320,173
LFPG,BEL,A319,6
LFPG,AEE,A321,169
LFPG,AEE,A320,148
LFPG,TAR,A320,30
LFPG,TAR,A332,1
LFPG,SDM,A320,57
LFPG,AFL,A321,204
LFPG,AFL,A320,61
LFPG,AFL,B738,15
LFPG,JAF,B738,309
LFPG,JAF,A320,5
LFPG,JAF,B737,1
LFPG,ICE,B752,84
LFPG,ICE,B763,68
LFPG,ICE,A319,11
LFPG,AEA,B738,354
LFPG,FPO,B737,335
LFPG,FPO,B734,124
LFPG,FPO,B738,91
LFPG,SAS,B737,110
LFPG,SAS,A320,62
LFPG,SAS,B738,61
LFPG,SAS,A321,35
LFPG,SAS,A319,12
LFPG,DAH,B738,405
LFPG,DAH,A332,119
LFPG,DAH,B737,10
LFPG,OHY,A320,41
LFPG,OHY,A321,5
LFPG,AUI,B738,114
LFPG,FIA,A320,13
LFPG,FIA,A319,7
LFPG,AAL,A332,110
LFPG,MSR,B738,62
LFPG,SXS,B738,45
LFPG,SXS,A320,7
LFPG,BAW,A319,216
LFPG,BAW,A320,107
LFPG,BAW,A321,37
LFPG,UPS,B763,80
LFPG,THY,A321,170
LFPG,THY,B738,95
LFPG,THY,A332,49
LFPG,THY,A320,3
LFPG,THY,B737,1
LFPG,TSC,A332,92
LFPG,XLF,A332,157
LFPG,ABR,AT43,111
LFPG,ABR,B734,30
LFPG,ABR,B737,1
LFPG,UZB,B752,9
LFPG,UZB,B763,5
LFPG,CSA,B738,150
LFPG,ASL,A319,82
LFPG,ASL,A320,43
LFPG,MAC,A320,71
LFPG,NAX,B738,179
LFPG,NAX,A320,10
LFPG,NAX,B763,2
LFPG,BCS,B734,95
LFPG,BCS,B752,89
LFPG,BCS,A332,8
LFPG,SRR,B763,59
LFPG,SQP,B737,20
LFPG,SQP,B738,13
LFPG,LGL,DH8D,214
LFPG,LGL,B737,8
LFPG,LGL,B738,4
LFPG,LZB,A319,41
LFPG,LZB,E190,14
LFPG,CCA,A332,76
LFPG,TCV,B752,23
LFPG,RJA,A320,49
LFPG,RJA,A321,7
LFPG,RJA,A319,3
LFPG,RAM,B738,130
LFPG,RAM,B737,11
LFPG,GFA,A320,58
LFPG,HOP,E190,16
LFPG,UAL,B763,37
LFPG,ROT,B737,34
LFPG,ROT,B738,11
LFPG,LOT,B734,87
LFPG,LOT,A319,10
LFPG,LOT,B738,4
LFPG,LOT,A320,1
LFPG,LOT,B737,1
LFPG,LOT,E190,1
LFPG,REU,A332,45
LFPG,REU,B744,3
LFPG,ADR,A319,17
LFPG,EIN,A320,272
LFPG,EIN,B734,1
LFPG,ENT,B738,166
LFPG,CRL,B738,16
LFPG,CRL,B744,1
LFPG,ACA,A332,56
LFPG,TVS,B738,90
LFPG,KAC,A332,32
LFPG,AAF,A320,77
LFPG,AAF,A332,5
LFPG,AAF,B737,1
LFPG,MEA,A332,114
LFPG,MEA,A320,2
LFPG,TVF,B738,18
LFPG,TVF,A319,5
LFPG,TVF,A320,1
LFPG,ANE,CRJX,26
LFPG,IBS,A320,114
LFPG,FOO,A321,44
LFPG,FOO,A320,10
LFPG,KZR,B752,23
LFPG,KZR,B763,1
LFPG,CTN,A319,126
LFPG,CTN,A320,2
LFPG,KKK,A320,34
LFPG,KKK,A321,23
LFPG,IRA,A332,15
LFPG,AMC,A320,59
LFPG,AMC,A319,1
LFPG,QQQ,B738,3
LFPG,LAV,B738,18
LFPG,LAV,B734,2
LFPG,SWT,AT43,32
LFPG,DJT,B752,2
LFPG,FEG,B738,15
LFPG,ARN,B763,2
LFPG,RBG,A320,8
LFPG,XFL,A332,1
LFPG,TGZ,B738,13
LFPG,TGZ,E190,2
LFPG,TGZ,B737,1
LFPG,ABW,B744,15
LFPG,SPM,B737,8
LFPG,FLI,A319,19
LFPG,FLI,A320,1
LFPG,AWC,B763,2
LFPG,AWC,B752,1
LFPG,BMS,B734,4
LFPG,BMS,B738,1
LFPG,MNB,A332,7
LFPG,MSC,A320,8
LFPG,SVR,A321,8
LFPG,EZS,A320,1
LFPG,CPA,B744,6
LFPG,BRU,B738,5
LFPG,AIZ,B763,7
LFPG,CHH,A332,2
LFPG,ZZZ,B737,2
LFPG,FRV,B744,1
LFPG,MDG,B744,1
LFPG,MAR,B734,23
LFPG,GZP,B737,2
LFPG,MLH,A320,1
LFPG,SVA,B737,1
LFPG,UUU,B738,1
LFPG,UJX,A320,1
LFPG,NIA,A320,11
LFPG,TFL,B738,2
LFPG,LMU,A320,5
LFPG,HAT,B734,1
LFPG,CFG,A332,1
LFPG,QAF,A332,1
LFPG,WWW,B738,1
LFPG,GJT,A320,2
LFPG,HFY,A332,1
LFPG,SIA,B744,1
EHAM,KLM,E190,6037
EHAM,KLM,B738,4646
EHAM,KLM,B737,2390
EHAM,KLM,B744,438
EHAM,KLM,A332,400
EHAM,EZY,A319,587
EHAM,EZY,A320,496
EHAM,EZY,E190,3
EHAM,BAW,A319,251
EHAM,BAW,A320,191
EHAM,BAW,A321,85
EHAM,TRA,B738,3186
EHAM,TRA,B737,277
EHAM,TRA,B734,4
EHAM,TRA,A320,2
EHAM,TRA,A321,2
EHAM,MPH,B744,100
EHAM,CND,B738,348
EHAM,DAL,B763,340
EHAM,DAL,A332,10
EHAM,CSA,B738,104
EHAM,TFL,B738,436
EHAM,TFL,A320,279
EHAM,TFL,B763,175
EHAM,TFL,B737,2
EHAM,FOO,A321,273
EHAM,VLG,A320,512
EHAM,VLG,A321,80
EHAM,VLG,A319,41
EHAM,ADR,A319,23
EHAM,IBS,A320,122
EHAM,AZA,A319,161
EHAM,AZA,A321,75
EHAM,AZA,A320,49
EHAM,MSR,B738,78
EHAM,ASL,A319,88
EHAM,ASL,A320,5
EHAM,CAL,B744,17
EHAM,DLH,A320,270
EHAM,DLH,A321,126
EHAM,DLH,A319,104
EHAM,DLH,E190,1
EHAM,KKK,A321,60
EHAM,KKK,A332,8
EHAM,EJU,A320,1079
EHAM,EJU,A319,662
EHAM,AFL,A321,107
EHAM,AFL,A320,4
EHAM,AFL,B738,2
EHAM,BEE,DH8D,599
EHAM,ICE,B763,114
EHAM,SAS,B737,103
EHAM,SAS,A319,47
EHAM,SAS,A320,35
EHAM,SAS,B738,29
EHAM,SAS,A321,13
EHAM,SAS,CRJX,1
EHAM,AFR,A321,135
EHAM,AFR,A319,56
EHAM,AFR,A320,41
EHAM,AFR,CRJX,2
EHAM,NAX,B738,128
EHAM,IBK,B738,61
EHAM,IBK,B734,2
EHAM,RYR,B738,265
EHAM,TAP,A319,119
EHAM,TAP,A320,65
EHAM,TAP,A321,11
EHAM,TAP,E190,1
EHAM,CAI,B738,105
EHAM,CAI,A320,8
EHAM,BCS,B752,40
EHAM,BCS,A332,34
EHAM,BCS,B734,22
EHAM,AUA,A320,154
EHAM,AUA,A319,14
EHAM,AUA,A321,3
EHAM,TSC,A332,53
EHAM,AMC,A320,47
EHAM,AMC,A319,3
EHAM,KZR,A321,32
EHAM,UAL,B763,58
EHAM,LCO,B763,23
EHAM,ABW,B744,32
EHAM,THY,A332,58
EHAM,THY,A320,55
EHAM,THY,A321,2
EHAM,THY,B738,1
EHAM,EZS,A320,37
EHAM,EZS,A319,26
EHAM,MAC,A320,102
EHAM,RAM,A320,72
EHAM,RAM,B738,48
EHAM,RAM,B737,8
EHAM,RAM,E190,2
EHAM,EIN,A320,288
EHAM,EIN,A321,1
EHAM,AUI,B738,15
EHAM,AUI,B763,1
EHAM,ROT,B738,99
EHAM,ROT,B737,2
EHAM,SWR,A320,147
EHAM,SWR,A321,75
EHAM,SWR,A319,2
EHAM,ELY,B738,21
EHAM,FIN,A321,108
EHAM,FIN,A320,2
EHAM,PGT,B738,52
EHAM,PGT,A320,50
EHAM,SXS,B738,122
EHAM,SXS,A320,2
EHAM,AAL,B763,56
EHAM,EWG,A320,90
EHAM,EWG,A319,39
EHAM,EWG,B738,8
EHAM,SIA,B744,25
EHAM,CLX,B744,58
EHAM,BRU,B738,5
EHAM,PVJ,B737,9
EHAM,CFE,E190,69
EHAM,AEA,B738,47
EHAM,AEA,A332,33
EHAM,CTN,A319,48
EHAM,CTN,A320,17
EHAM,CTN,DH8D,1
EHAM,FDX,B752,33
EHAM,RJA,A320,14
EHAM,RJA,A321,13
EHAM,RJA,A319,5
EHAM,DTR,AT76,2
EHAM,AEE,A321,45
EHAM,AEE,A320,14
EHAM,LOT,B734,15
EHAM,LOT,A319,5
EHAM,LOT,B738,1
EHAM,MNB,A332,6
EHAM,CKS,B744,10
EHAM,JAF,B738,2
EHAM,TAY,B744,2
EHAM,PHG,B737,4
EHAM,IRA,A332,8
EHAM,CPA,B744,13
EHAM,TGZ,B738,13
EHAM,TGZ,B737,3
EHAM,TGZ,E190,2
EHAM,TVF,B738,9
EHAM,SVA,B744,8
EHAM,LZB,A319,3
EHAM,TAR,A320,7
EHAM,ZZZ,E190,3
EHAM,ZZZ,B734,1
EHAM,ZZZ,A320,1
EHAM,GTI,B744,4
EHAM,EXS,B738,2
EHAM,EXS,B752,1
EHAM,SWG,B738,1
EHAM,OHY,A321,14
EHAM,OHY,A332,3
EHAM,OHY,A320,3
EHAM,BGH,A320,6
EHAM,KLC,E190,1
EHAM,AZG,B744,6
EHAM,VPC,A332,1
EHAM,BSK,B738,1
EHAM,KAY,A319,1
EHAM,FRV,B744,1
EHAM,KKL,A321,2
EHAM,AZI,E190,2
EHAM,LAV,B734,1
EHAM,GJT,A319,1
EHAM,TST,B737,1
EHAM,TOM,B738,1
EDDF,CFG,B763,668
EDDF,CFG,A321,342
EDDF,CFG,A320,175
EDDF,CFG,A332,47
EDDF,AFL,A320,123
EDDF,AFL,A321,65
EDDF,AFL,B738,52
EDDF,DLH,A320,5887
EDDF,DLH,A321,5516
EDDF,DLH,A319,2329
EDDF,DLH,E190,1347
EDDF,DLH,B744,562
EDDF,DLH,B738,279
EDDF,DLH,CRJX,16
EDDF,SXS,B738,332
EDDF,SXS,A320,51
EDDF,SXS,A332,4
EDDF,GLP,B738,8
EDDF,TUI,B738,607
EDDF,TUI,B752,2
EDDF,RYR,B738,1434
EDDF,FIN,A320,48
EDDF,FIN,A321,35
EDDF,FIN,A319,18
EDDF,FIN,E190,11
EDDF,ASL,A319,52
EDDF,ASL,A320,7
EDDF,ANE,CRJX,203
EDDF,AUA,DH8D,226
EDDF,AUA,A320,191
EDDF,AUA,A319,113
EDDF,AUA,A321,25
EDDF,AUA,B763,10
EDDF,AUA,B744,1
EDDF,AZA,A319,85
EDDF,AZA,E190,27
EDDF,AZA,A320,21
EDDF,AZA,B744,1
EDDF,ICE,B752,109
EDDF,ICE,B763,1
EDDF,AFR,E190,144
EDDF,AFR,A319,1
EDDF,SXD,A320,202
EDDF,SXD,B738,13
EDDF,THY,A321,114
EDDF,THY,A332,88
EDDF,THY,B738,86
EDDF,THY,B744,39
EDDF,THY,A320,1
EDDF,BAW,A320,135
EDDF,BAW,A319,95
EDDF,BAW,A321,46
EDDF,AEA,B738,114
EDDF,LOT,B734,9
EDDF,LOT,E190,7
EDDF,LOT,B738,4
EDDF,LOT,A319,1
EDDF,LBT,A320,25
EDDF,MGL,B763,23
EDDF,PGT,B738,69
EDDF,PGT,A320,22
EDDF,CSN,A332,24
EDDF,CTN,A320,168
EDDF,CTN,A319,148
EDDF,CTN,CRJX,12
EDDF,CTN,DH8D,4
EDDF,DAL,B763,169
EDDF,NMB,A332,54
EDDF,AUI,B738,113
EDDF,RZO,A320,21
EDDF,RZO,B763,3
EDDF,RZO,A319,1
EDDF,SWR,A320,94
EDDF,SWR,E190,58
EDDF,SWR,A319,2
EDDF,SWR,A321,2
EDDF,TAP,A320,86
EDDF,TAP,A319,77
EDDF,TAP,A332,1
EDDF,WZZ,A321,101
EDDF,WZZ,A320,71
EDDF,ADR,A319,119
EDDF,LCO,B763,17
EDDF,EJU,A319,110
EDDF,EJU,A320,74
EDDF,AAL,A332,52
EDDF,SAS,B738,55
EDDF,SAS,A321,36
EDDF,SAS,A320,36
EDDF,SAS,B737,35
EDDF,SAS,A319,19
EDDF,EIN,A320,114
EDDF,KLM,E190,140
EDDF,KLM,B737,12
EDDF,RJA,A320,26
EDDF,RJA,A319,26
EDDF,RJA,A321,4
EDDF,MEA,A332,45
EDDF,MEA,A320,20
EDDF,CLU,B744,64
EDDF,CAI,B738,42
EDDF,CAI,A320,16
EDDF,ELY,B738,64
EDDF,CFE,E190,65
EDDF,AEE,A321,112
EDDF,AEE,A320,58
EDDF,AAR,B744,43
EDDF,TAR,A320,62
EDDF,TAR,A319,2
EDDF,TAR,A332,1
EDDF,CCA,A332,48
EDDF,UZB,B763,6
EDDF,UZB,B752,1
EDDF,KZR,B763,48
EDDF,KZR,A321,16
EDDF,KZR,B752,8
EDDF,KZR,A320,8
EDDF,BRU,B738,17
EDDF,ACA,B763,56
EDDF,GFA,A320,58
EDDF,AMC,A320,31
EDDF,AMC,A319,13
EDDF,SVA,B744,18
EDDF,BCS,B752,31
EDDF,RAM,B738,49
EDDF,RAM,B763,9
EDDF,RAM,A320,6
EDDF,RAM,B737,4
EDDF,BUC,A320,35
EDDF,OTF,A320,6
EDDF,ABW,B744,45
EDDF,OHY,A320,24
EDDF,OHY,A321,2
EDDF,VAW,A321,19
EDDF,VAW,A320,4
EDDF,DAH,B738,49
EDDF,IRA,A332,17
EDDF,CAL,B744,8
EDDF,CPA,B744,25
EDDF,FDX,B752,3
EDDF,MLD,A319,32
EDDF,MLD,E190,19
EDDF,MLD,A321,2
EDDF,MLD,A320,1
EDDF,MSC,A320,23
EDDF,MSC,B738,4
EDDF,ROT,B737,86
EDDF,ROT,B738,3
EDDF,CXI,B738,8
EDDF,AWC,B752,6
EDDF,MAC,A320,2
EDDF,ZZZ,A319,4
EDDF,ZZZ,E190,3
EDDF,IAW,A320,24
EDDF,FHY,A320,7
EDDF,BVR,B738,4
EDDF,LZB,E190,18
EDDF,LZB,A319,1
EDDF,LAN,A332,1
EDDF,LMU,A332,7
EDDF,VAS,B734,1
EDDF,LGL,B738,2
EDDF,ENT,B738,5
EDDF,OMA,A332,9
EDDF,VPB,B737,2
EDDF,SMR,B738,3
EDDF,SAA,A332,1
EDDF,DAN,A320,1
EDDF,KKK,A321,2
EDDF,OLY,A321,14
EDDF,OLY,A320,4
EDDF,GAF,A321,1
EDDF,LAV,B734,2
EDDF,EWG,A320,1
EDDF,DAT,A321,1
EDDF,TOW,A332,2
EDDF,EZY,A320,1
EDDF,QAF,A332,1
EDDF,ABR,AT43,1
LEMD,WZZ,A320,153
LEMD,WZZ,A321,116
LEMD,IBE,A320,2043
LEMD,IBE,A319,1906
LEMD,IBE,A321,1390
LEMD,IBE,A332,516
LEMD,ANE,CRJX,3354
LEMD,ANE,AT76,536
LEMD,RYR,B738,3181
LEMD,KLM,B738,227
LEMD,KLM,B737,33
LEMD,TAP,E190,185
LEMD,TAP,A320,128
LEMD,TAP,A319,128
LEMD,TAP,A321,4
LEMD,TAP,A332,2
LEMD,AEA,B738,1648
LEMD,AEA,A332,650
LEMD,AEA,B752,1
LEMD,AEA,E190,1
LEMD,IBS,A320,2721
LEMD,IBS,A321,592
LEMD,EZY,A319,276
LEMD,EZY,A320,86
LEMD,EZY,E190,5
LEMD,AEE,A321,79
LEMD,AEE,A320,10
LEMD,ELY,B738,18
LEMD,AZA,A320,157
LEMD,AZA,A321,9
LEMD,AZA,E190,3
LEMD,AZA,A319,2
LEMD,FPO,B734,47
LEMD,IBK,B738,388
LEMD,IBK,A321,44
LEMD,IBK,A332,4
LEMD,ROT,B738,73
LEMD,DLH,A321,232
LEMD,DLH,A320,193
LEMD,DLH,A319,13
LEMD,TVF,B738,83
LEMD,TVF,A320,6
LEMD,TVF,A319,5
LEMD,TVF,B763,2
LEMD,TVF,B752,1
LEMD,CSA,B738,53
LEMD,CSA,B737,1
LEMD,CSA,B734,1
LEMD,BCS,B752,138
LEMD,BCS,B734,3
LEMD,JAF,A320,20
LEMD,JAF,B738,6
LEMD,EJU,A320,155
LEMD,EJU,A319,100
LEMD,VLG,A320,488
LEMD,VLG,A319,24
LEMD,EVE,A332,8
LEMD,EVE,B744,1
LEMD,THY,A332,40
LEMD,THY,B738,26
LEMD,THY,A321,18
LEMD,THY,B744,4
LEMD,LGL,B737,40
LEMD,LGL,B738,5
LEMD,AFR,A321,135
LEMD,AFR,A320,115
LEMD,AFR,A319,81
LEMD,UAL,B752,56
LEMD,AUI,B738,83
LEMD,MAC,A320,32
LEMD,BEL,A319,100
LEMD,BEL,A320,61
LEMD,VKG,B744,1
LEMD,VKG,A332,1
LEMD,VKG,B752,1
LEMD,EIN,A320,56
LEMD,BOV,B763,40
LEMD,BOV,B744,1
LEMD,RAM,B738,90
LEMD,RAM,B737,18
LEMD,RAM,E190,18
LEMD,RAM,B763,2
LEMD,RAM,B744,1
LEMD,TAY,B734,45
LEMD,LNE,B763,25
LEMD,VOE,A319,48
LEMD,SWT,AT43,88
LEMD,SWT,B734,36
LEMD,SWT,B752,1
LEMD,RGN,B752,77
LEMD,MSR,B738,44
LEMD,CEL,B738,17
LEMD,MEA,A320,33
LEMD,BAW,A321,90
LEMD,BAW,A319,29
LEMD,BAW,A320,28
LEMD,LOT,B737,28
LEMD,LOT,B734,19
LEMD,LOT,B738,11
LEMD,FIN,A321,56
LEMD,PVG,B752,16
LEMD,PVG,B763,6
LEMD,PVG,A332,1
LEMD,EZS,A320,69
LEMD,EZS,A319,35
LEMD,PGT,B738,33
LEMD,PGT,A320,8
LEMD,AFL,A321,153
LEMD,AFL,A320,15
LEMD,LPE,B763,59
LEMD,TAR,A319,14
LEMD,TAR,A320,10
LEMD,BMS,B738,26
LEMD,LDM,A320,57
LEMD,ARG,A332,52
LEMD,ASL,A319,16
LEMD,ASL,A320,4
LEMD,ENT,B738,56
LEMD,NAX,B738,4
LEMD,MLD,E190,11
LEMD,MLD,A319,5
LEMD,SWR,E190,55
LEMD,SWR,A320,2
LEMD,AAL,A332,108
LEMD,MYX,A320,6
LEMD,MYX,A321,2
LEMD,RJA,A320,30
LEMD,RJA,A321,9
LEMD,RJA,A319,1
LEMD,LAN,A332,1
LEMD,NOS,B744,1
LEMD,NOS,B752,1
LEMD,TCX,B763,3
LEMD,TCX,B744,1
LEMD,TCX,B752,1
LEMD,PLM,A332,42
LEMD,PLM,B744,32
LEMD,ZZZ,B737,3
LEMD,ICE,B752,25
LEMD,JTG,B737,1
LEMD,JTG,B752,1
LEMD,LZB,A319,23
LEMD,LZB,E190,1
LEMD,UPS,B763,40
LEMD,REU,B744,1
LEMD,NIA,A321,8
LEMD,NMA,A320,11
LEMD,ABR,B734,55
LEMD,DAH,B738,27
LEMD,DAH,B737,1
LEMD,NRS,A332,1
LEMD,ECL,A320,5
LEMD,TOM,B763,3
LEMD,TOM,B752,2
LEMD,FEG,B738,12
LEMD,FEG,B737,3
LEMD,VPB,B738,1
LEMD,CBJ,A332,13
LEMD,HZS,A319,1
LEMD,CES,A332,5
LEMD,LCO,B763,7
LEMD,TUI,B752,5
LEMD,TUI,B763,1
LEMD,SDR,A320,3
LEMD,SDR,A319,1
LEMD,ASY,A332,1
LEMD,MDG,B744,1
LEMD,LMU,A320,1
LEMD,MLT,B738,1
LEMD,SXD,B744,1
LEMD,HAT,B734,1
LEMD,GIA,B744,3
LEMD,GIA,A332,2
LEMD,MSC,A320,1
LEMD,YZR,B744,2
LEMD,CRL,B744,1
LEMD,AWC,B752,2
LEMD,ABG,B752,1
LEMD,VPC,B737,1
LEMD,EWG,A320,1
LEBL,AEA,B738,364
LEBL,AEA,A332,94
LEBL,IBE,A320,327
LEBL,IBE,A321,224
LEBL,IBE,A332,132
LEBL,IBE,A319,25
LEBL,EWG,A320,298
LEBL,EWG,A319,104
LEBL,EWG,A321,33
LEBL,EWG,B738,24
LEBL,VLG,A320,7841
LEBL,VLG,A321,1683
LEBL,VLG,A319,472
LEBL,TAR,A320,35
LEBL,TAR,A319,12
LEBL,TAR,A332,2
LEBL,BAW,A320,457
LEBL,BAW,A319,3
LEBL,BAW,A321,2
LEBL,THY,B738,89
LEBL,THY,A332,43
LEBL,THY,A321,13
LEBL,BCS,B752,78
LEBL,BCS,B734,1
LEBL,EJU,A320,893
LEBL,EJU,A319,174
LEBL,DLH,A321,466
LEBL,DLH,A320,231
LEBL,DLH,A319,17
LEBL,RYR,B738,3835
LEBL,RYR,B737,7
LEBL,BRU,B738,56
LEBL,LOT,B734,37
LEBL,LOT,B738,13
LEBL,LOT,B737,8
LEBL,LOT,A319,1
LEBL,KTK,B752,49
LEBL,KTK,B763,44
LEBL,KTK,B738,6
LEBL,SWR,A321,216
LEBL,SWR,A320,38
LEBL,SWR,A319,1
LEBL,EIN,A320,152
LEBL,AZA,A320,154
LEBL,AZA,A321,13
LEBL,AZA,A319,2
LEBL,WZZ,A320,225
LEBL,WZZ,A321,212
LEBL,AFR,A320,179
LEBL,AFR,A321,144
LEBL,AFR,A319,16
LEBL,LGL,DH8D,64
LEBL,LGL,B738,1
LEBL,CCA,A332,45
LEBL,FIN,A321,103
LEBL,FIN,A320,4
LEBL,FIN,A319,2
LEBL,RAM,B738,110
LEBL,RAM,B737,9
LEBL,RAM,B763,1
LEBL,RAM,E190,1
LEBL,IBK,B738,489
LEBL,IBK,A321,32
LEBL,ASL,A319,13
LEBL,ASL,A320,5
LEBL,WRC,A321,37
LEBL,RJA,A320,22
LEBL,RJA,A319,8
LEBL,RJA,A321,2
LEBL,EZY,A319,344
LEBL,EZY,A320,238
LEBL,KLM,B738,252
LEBL,KLM,B737,23
LEBL,ROT,B737,55
LEBL,ROT,B738,1
LEBL,AFL,A321,231
LEBL,AFL,A320,1
LEBL,LDM,A320,96
LEBL,UPS,B763,79
LEBL,DAH,B738,76
LEBL,DAH,B737,24
LEBL,SDM,A319,56
LEBL,SDM,B744,24
LEBL,SDM,B738,16
LEBL,ENT,B738,49
LEBL,ABG,B752,20
LEBL,ABG,B738,14
LEBL,ABG,B763,6
LEBL,TAP,A319,231
LEBL,TAP,A320,133
LEBL,TAP,A321,8
LEBL,TAP,E190,7
LEBL,AAL,A332,110
LEBL,BEL,A319,128
LEBL,BEL,A320,40
LEBL,EZS,A320,121
LEBL,EZS,A319,46
LEBL,CFG,A321,5
LEBL,SVR,A321,114
LEBL,SVR,A319,15
LEBL,SVR,A320,1
LEBL,ROU,B763,56
LEBL,ELY,B744,36
LEBL,ELY,B738,22
LEBL,TSC,A332,33
LEBL,SAS,B738,48
LEBL,SAS,B737,6
LEBL,PGT,B738,32
LEBL,PGT,A320,20
LEBL,AUI,B738,65
LEBL,TUI,B738,16
LEBL,MAC,A320,116
LEBL,MSR,B738,49
